Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,"ECONOMIC CLASS: (1,000 TO 2,499 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (1,000 TO 2,499 $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (1,000 TO 9,999 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (1,000 TO 9,999 $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (1,000,000 OR MORE $)  -  <b>VALUE</b>","ECONOMIC CLASS: (1,000,000 OR MORE $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (1,000,000 TO 2,499,999 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (1,000,000 TO 2,499,999 $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (10,000 TO 24,999 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (10,000 TO 24,999 $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (10,000 TO 99,999 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (10,000 TO 99,999 $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (100,000 OR MORE $)  -  <b>VALUE</b>","ECONOMIC CLASS: (100,000 OR MORE $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (100,000 TO 249,999 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (100,000 TO 249,999 $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (2,500 TO 4,999 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (2,500 TO 4,999 $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (25,000 TO 49,999 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (25,000 TO 49,999 $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (250,000 OR MORE $)  -  <b>VALUE</b>","ECONOMIC CLASS: (250,000 OR MORE $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (250,000 TO 499,999 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (250,000 TO 499,999 $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (5,000 TO 9,999 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (5,000 TO 9,999 $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (50,000 TO 99,999 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (50,000 TO 99,999 $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (500,000 OR MORE $)  -  <b>VALUE</b>","ECONOMIC CLASS: (500,000 OR MORE $)  -  <b>CV (%)</b>","ECONOMIC CLASS: (500,000 TO 999,999 $)  -  <b>VALUE</b>","ECONOMIC CLASS: (500,000 TO 999,999 $)  -  <b>CV (%)</b>",NOT SPECIFIED  -  <b>VALUE</b>,NOT SPECIFIED  -  <b>CV (%)</b>
SURVEY,2000,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"1,970,000",,,,,,,,"2,700,000",,,,"1,780,000",,,,,,,,"1,570,000",,,,,,"2,130,000",,,,,
SURVEY,2000,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,150,000",
SURVEY,2000,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,
SURVEY,2000,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"29,400",,,,,,,,"16,500",,,,"3,600",,,,,,,,"2,000",,,,,,"1,500",,,,,
SURVEY,2000,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53,000",
SURVEY,2000,YEAR,,STATE,MINNESOTA,27,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"3,210,000",,,,,,,,"7,500,000",,,,"6,400,000",,,,,,,,"5,390,000",,,,,,"5,400,000",,,,,
SURVEY,2000,YEAR,,STATE,MINNESOTA,27,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,900,000",
SURVEY,2000,YEAR,,STATE,MINNESOTA,27,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344,
SURVEY,2000,YEAR,,STATE,MINNESOTA,27,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"32,100",,,,,,,,"28,400",,,,"11,600",,,,,,,,"5,500",,,,,,"3,400",,,,,
SURVEY,2000,YEAR,,STATE,MINNESOTA,27,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"81,000",
SURVEY,2000,YEAR,,STATE,MISSISSIPPI,28,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"3,680,000",,,,,,,,"2,700,000",,,,"880,000",,,,,,,,"980,000",,,,,,"2,920,000",,,,,
SURVEY,2000,YEAR,,STATE,MISSISSIPPI,28,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,160,000",
SURVEY,2000,YEAR,,STATE,MISSISSIPPI,28,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266,
SURVEY,2000,YEAR,,STATE,MISSISSIPPI,28,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"29,900",,,,,,,,"7,500",,,,"1,400",,,,,,,,"1,200",,,,,,"2,000",,,,,
SURVEY,2000,YEAR,,STATE,MISSISSIPPI,28,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42,000",
SURVEY,2000,YEAR,,STATE,MISSOURI,29,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"7,200,000",,,,,,,,"11,500,000",,,,"4,900,000",,,,,,,,"3,600,000",,,,,,"3,000,000",,,,,
SURVEY,2000,YEAR,,STATE,MISSOURI,29,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,200,000",
SURVEY,2000,YEAR,,STATE,MISSOURI,29,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,
SURVEY,2000,YEAR,,STATE,MISSOURI,29,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"60,600",,,,,,,,"38,000",,,,"6,200",,,,,,,,"2,500",,,,,,"1,700",,,,,
SURVEY,2000,YEAR,,STATE,MISSOURI,29,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"109,000",
SURVEY,2000,YEAR,,STATE,MONTANA,30,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"4,400,000",,,,,,,,"17,500,000",,,,"18,100,000",,,,,,,,"10,700,000",,,,,,"8,600,000",,,,,
SURVEY,2000,YEAR,,STATE,MONTANA,30,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59,300,000",
SURVEY,2000,YEAR,,STATE,MONTANA,30,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,133",
SURVEY,2000,YEAR,,STATE,MONTANA,30,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"11,700",,,,,,,,"10,300",,,,"3,900",,,,,,,,"1,300",,,,,,600,,,,,
SURVEY,2000,YEAR,,STATE,MONTANA,30,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,800",
SURVEY,2000,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"1,700,000",,,,,,,,"11,600,000",,,,"13,200,000",,,,,,,,"9,700,000",,,,,,"9,900,000",,,,,
SURVEY,2000,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"46,100,000",
SURVEY,2000,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,887,
SURVEY,2000,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"13,500",,,,,,,,"21,000",,,,"10,200",,,,,,,,"4,500",,,,,,"2,800",,,,,
SURVEY,2000,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52,000",
SURVEY,2000,YEAR,,STATE,NEVADA,32,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"140,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SURVEY,2000,YEAR,,STATE,NEVADA,32,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,400,000",
SURVEY,2000,YEAR,,STATE,NEVADA,32,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,065",
SURVEY,2000,YEAR,,STATE,NEVADA,32,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"1,650",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SURVEY,2000,YEAR,,STATE,NEVADA,32,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,100",
SURVEY,2000,YEAR,,STATE,NEW HAMPSHIRE,33,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"220,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SURVEY,2000,YEAR,,STATE,NEW HAMPSHIRE,33,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"440,000",
SURVEY,2000,YEAR,,STATE,NEW HAMPSHIRE,33,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,
SURVEY,2000,YEAR,,STATE,NEW HAMPSHIRE,33,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"2,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SURVEY,2000,YEAR,,STATE,NEW HAMPSHIRE,33,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,300",
SURVEY,2000,YEAR,,STATE,NEW JERSEY,34,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SURVEY,2000,YEAR,,STATE,NEW JERSEY,34,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"830,000",
SURVEY,2000,YEAR,,STATE,NEW JERSEY,34,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,
SURVEY,2000,YEAR,,STATE,NEW JERSEY,34,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"6,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SURVEY,2000,YEAR,,STATE,NEW JERSEY,34,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,700",
SURVEY,2000,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"3,600,000",,,,,,,,"12,100,000",,,,"10,000,000",,,,,,,,"6,600,000",,,,,,"12,600,000",,,,,
SURVEY,2000,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"44,900,000",
SURVEY,2000,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,494",
SURVEY,2000,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"12,100",,,,,,,,"4,100",,,,900,,,,,,,,400,,,,,,500,,,,,
SURVEY,2000,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,000",
SURVEY,2000,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"1,820,000",,,,,,,,"2,200,000",,,,"1,450,000",,,,,,,,"920,000",,,,,,"1,280,000",,,,,
SURVEY,2000,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,670,000",
SURVEY,2000,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,
SURVEY,2000,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"19,700",,,,,,,,"11,000",,,,"4,200",,,,,,,,"1,500",,,,,,"1,100",,,,,
SURVEY,2000,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37,500",
SURVEY,2000,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"2,260,000",,,,,,,,"1,970,000",,,,"1,090,000",,,,,,,,"1,310,000",,,,,,"2,580,000",,,,,
SURVEY,2000,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,210,000",
SURVEY,2000,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,
SURVEY,2000,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"33,300",,,,,,,,"12,600",,,,"3,200",,,,,,,,"2,800",,,,,,"3,600",,,,,
SURVEY,2000,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"55,500",
SURVEY,2000,YEAR,,STATE,NORTH DAKOTA,38,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"3,400,000",,,,,,,,"13,500,000",,,,"11,900,000",,,,,,,,"6,700,000",,,,,,"3,900,000",,,,,
SURVEY,2000,YEAR,,STATE,NORTH DAKOTA,38,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39,400,000",
SURVEY,2000,YEAR,,STATE,NORTH DAKOTA,38,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,279",
SURVEY,2000,YEAR,,STATE,NORTH DAKOTA,38,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"8,400",,,,,,,,"13,400",,,,"5,700",,,,,,,,"2,300",,,,,,"1,000",,,,,
SURVEY,2000,YEAR,,STATE,NORTH DAKOTA,38,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,800",
SURVEY,2000,YEAR,,STATE,OHIO,39,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"2,830,000",,,,,,,,"4,620,000",,,,"3,080,000",,,,,,,,"2,440,000",,,,,,"1,800,000",,,,,
SURVEY,2000,YEAR,,STATE,OHIO,39,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,770,000",
SURVEY,2000,YEAR,,STATE,OHIO,39,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,
SURVEY,2000,YEAR,,STATE,OHIO,39,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"43,300",,,,,,,,"25,500",,,,"6,200",,,,,,,,"2,600",,,,,,"1,400",,,,,
SURVEY,2000,YEAR,,STATE,OHIO,39,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"79,000",
SURVEY,2000,YEAR,,STATE,OKLAHOMA,40,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"6,600,000",,,,,,,,"14,200,000",,,,"5,600,000",,,,,,,,"3,800,000",,,,,,"3,600,000",,,,,
SURVEY,2000,YEAR,,STATE,OKLAHOMA,40,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33,800,000",
SURVEY,2000,YEAR,,STATE,OKLAHOMA,40,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,
SURVEY,2000,YEAR,,STATE,OKLAHOMA,40,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"52,500",,,,,,,,"25,800",,,,"3,600",,,,,,,,"1,600",,,,,,"1,000",,,,,
SURVEY,2000,YEAR,,STATE,OKLAHOMA,40,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"84,500",
SURVEY,2000,YEAR,,STATE,OREGON,41,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"1,700,000",,,,,,,,"4,800,000",,,,"3,800,000",,,,,,,,"3,200,000",,,,,,"3,800,000",,,,,
SURVEY,2000,YEAR,,STATE,OREGON,41,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,300,000",
SURVEY,2000,YEAR,,STATE,OREGON,41,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433,
SURVEY,2000,YEAR,,STATE,OREGON,41,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"26,500",,,,,,,,"9,000",,,,"2,100",,,,,,,,"1,200",,,,,,"1,200",,,,,
SURVEY,2000,YEAR,,STATE,OREGON,41,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40,000",
SURVEY,2000,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"2,280,000",,,,,,,,"2,400,000",,,,"1,460,000",,,,,,,,"800,000",,,,,,"750,000",,,,,
SURVEY,2000,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,690,000",
SURVEY,2000,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,
SURVEY,2000,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"32,800",,,,,,,,"16,400",,,,"6,300",,,,,,,,"2,100",,,,,,"1,400",,,,,
SURVEY,2000,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59,000",
SURVEY,2000,YEAR,,STATE,RHODE ISLAND,44,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"30,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SURVEY,2000,YEAR,,STATE,RHODE ISLAND,44,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60,000",
SURVEY,2000,YEAR,,STATE,RHODE ISLAND,44,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,
SURVEY,2000,YEAR,,STATE,RHODE ISLAND,44,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SURVEY,2000,YEAR,,STATE,RHODE ISLAND,44,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,
SURVEY,2000,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"2,100,000",,,,,,,,"1,230,000",,,,"420,000",,,,,,,,"420,000",,,,,,"740,000",,,,,
SURVEY,2000,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,910,000",
SURVEY,2000,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,FARM OPERATIONS,"FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,
SURVEY,2000,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,ECONOMIC CLASS,,,"18,200",,,,,,,,"4,100",,,,700,,,,,,,,500,,,,,,700,,,,,
SURVEY,2000,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - NUMBER OF OPERATIONS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24,200",
SURVEY,2000,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,ECONOMIC CLASS,,,"2,900,000",,,,,,,,"12,700,000",,,,"13,800,000",,,,,,,,"8,100,000",,,,,,"6,500,000",,,,,
SURVEY,2000,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,FARM OPERATIONS,FARM OPERATIONS - ACRES OPERATED,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"44,000,000",
